period,date,winningNumber
2012272,2012-10-05,9731
2012273,2012-10-06,7061
2012274,2012-10-07,5671
2012275,2012-10-08,3610
2012276,2012-10-09,1792
2012277,2012-10-10,9113
2012278,2012-10-11,6634
2012279,2012-10-12,9547
2012280,2012-10-13,0631
2012281,2012-10-14,0960
2012282,2012-10-15,0104
2012283,2012-10-16,1546
2012284,2012-10-17,5605
2012285,2012-10-18,6052
2012286,2012-10-19,0443
2012287,2012-10-20,2313
2012288,2012-10-21,5763
2012289,2012-10-22,8847
2012290,2012-10-23,9749
2012291,2012-10-24,0217
2012292,2012-10-25,2033
2012293,2012-10-26,0860
2012294,2012-10-27,1378
2012295,2012-10-28,2959
2012296,2012-10-29,4891
2012297,2012-10-30,8143
2012298,2012-10-31,8330
2012299,2012-11-01,0878
2012300,2012-11-02,9547
2012301,2012-11-03,5797
2012302,2012-11-04,3433
2012303,2012-11-05,5855
2012304,2012-11-06,4197
2012305,2012-11-07,7212
2012306,2012-11-08,3376
2012307,2012-11-09,6875
2012308,2012-11-10,2996
2012309,2012-11-11,2871
2012310,2012-11-12,6449
2012311,2012-11-13,6449
2012312,2012-11-14,0564
2012313,2012-11-15,1380
2012314,2012-11-16,6246
2012315,2012-11-17,0079
2012316,2012-11-18,7083
2012317,2012-11-19,1773
2012318,2012-11-20,8362
2012319,2012-11-21,0515
2012320,2012-11-22,0092
2012321,2012-11-23,1332
2012322,2012-11-24,1761
2012323,2012-11-25,8996
2012324,2012-11-26,8885
2012325,2012-11-27,1049
2012326,2012-11-28,8968
2012327,2012-11-29,4463
2012328,2012-11-30,8141
2012329,2012-12-01,6118
2012330,2012-12-02,2198
2012331,2012-12-03,0892
2012332,2012-12-04,8220
2012333,2012-12-05,0257
2012334,2012-12-06,5242
2012335,2012-12-07,8936
2012336,2012-12-08,5577
2012337,2012-12-09,4621
2012338,2012-12-10,3315
2012339,2012-12-11,2743
2012340,2012-12-12,6540
2012341,2012-12-13,4725
2012342,2012-12-14,4927
2012343,2012-12-15,7222
2012344,2012-12-16,4883
2012345,2012-12-17,3905
2012346,2012-12-18,4375
2012347,2012-12-19,4196
2012348,2012-12-20,8212
2012349,2012-12-21,0416
2012350,2012-12-22,8961
2012351,2012-12-23,9929
2012352,2012-12-24,9442
2012353,2012-12-25,4699
2012354,2012-12-26,1831
2012355,2012-12-27,3693
2012356,2012-12-28,4620
2012357,2012-12-29,1118
2012358,2012-12-30,0125
2012359,2012-12-31,1467
2013001,2013-01-01,5249
2013002,2013-01-02,5997
2013003,2013-01-03,7242
2013004,2013-01-04,1847
2013005,2013-01-05,4681
2013006,2013-01-06,8534
2013007,2013-01-07,6268
2013008,2013-01-08,5990
2013009,2013-01-09,5747
2013010,2013-01-10,6883
2013011,2013-01-11,6182
2013012,2013-01-12,7608
2013013,2013-01-13,2924
2013014,2013-01-14,2665
2013015,2013-01-15,6479
2013016,2013-01-16,7085
2013017,2013-01-17,3592
2013018,2013-01-18,8245
2013019,2013-01-19,5677
2013020,2013-01-20,9632
2013021,2013-01-21,7194
2013022,2013-01-22,7447
2013023,2013-01-23,6720
2013024,2013-01-24,8594
2013025,2013-01-25,3226
2013026,2013-01-26,8954
2013027,2013-01-27,4907
2013028,2013-01-28,0729
2013029,2013-01-29,7225
2013030,2013-01-30,3546
2013031,2013-01-31,5933
2013032,2013-02-01,8987
2013033,2013-02-02,3253
2013034,2013-02-03,6901
2013035,2013-02-04,4464
2013036,2013-02-05,9214
2013037,2013-02-06,3656
2013038,2013-02-07,8067
2013039,2013-02-08,9115
2013040,2013-02-16,8985
2013041,2013-02-17,9864
2013042,2013-02-18,0911
2013043,2013-02-19,5307
2013044,2013-02-20,7313
2013045,2013-02-21,2990
2013046,2013-02-22,4465
2013047,2013-02-23,0720
2013048,2013-02-24,2634
2013049,2013-02-25,7281
2013050,2013-02-26,2218
2013051,2013-02-27,6527
2013052,2013-02-28,6421
2013053,2013-03-01,2120
2013054,2013-03-02,7326
2013055,2013-03-03,0530
2013056,2013-03-04,4817
2013057,2013-03-05,6399
2013058,2013-03-06,2483
2013059,2013-03-07,9543
2013060,2013-03-08,5307
2013061,2013-03-09,1067
2013062,2013-03-10,1435
2013063,2013-03-11,8823
2013064,2013-03-12,4654
2013065,2013-03-13,2227
2013066,2013-03-14,1581
2013067,2013-03-15,0446
2013068,2013-03-16,2448
2013069,2013-03-17,1192
2013070,2013-03-18,1491
2013071,2013-03-19,0402
2013072,2013-03-20,3307
2013073,2013-03-21,0435
2013074,2013-03-22,8582
2013075,2013-03-23,9541
2013076,2013-03-24,5455
2013077,2013-03-25,9110
2013078,2013-03-26,6662
2013079,2013-03-27,1549
2013080,2013-03-28,2373
2013081,2013-03-29,8424
2013082,2013-03-30,5469
2013083,2013-03-31,7520
2013084,2013-04-01,1259
2013085,2013-04-02,5270
2013086,2013-04-03,6794
2013087,2013-04-04,0076
2013088,2013-04-05,8060
2013089,2013-04-06,0307
2013090,2013-04-07,1436
2013091,2013-04-08,0229
2013092,2013-04-09,6912
2013093,2013-04-10,4736
2013094,2013-04-11,5022
2013095,2013-04-12,5020
2013096,2013-04-13,3422
2013097,2013-04-14,4931
2013098,2013-04-15,2490
2013099,2013-04-16,0788
2013100,2013-04-17,7640
2013101,2013-04-18,2384
2013102,2013-04-19,8625
2013103,2013-04-20,9791
2013104,2013-04-21,8458
2013105,2013-04-22,8205
2013106,2013-04-23,5111
2013107,2013-04-24,7603
2013108,2013-04-25,3206
2013109,2013-04-26,0627
2013110,2013-04-27,1646
2013111,2013-04-28,1814
2013112,2013-04-29,6062
2013113,2013-04-30,5938
2013114,2013-05-01,2464
2013115,2013-05-02,9880
2013116,2013-05-03,0475
2013117,2013-05-04,8294
2013118,2013-05-05,4052
2013119,2013-05-06,0992
2013120,2013-05-07,2909
2013121,2013-05-08,5659
2013122,2013-05-09,8777
2013123,2013-05-10,0578
2013124,2013-05-11,3631
2013125,2013-05-12,4431
2013126,2013-05-13,6301
2013127,2013-05-14,5397
2013128,2013-05-15,0822
2013129,2013-05-16,0868
2013130,2013-05-17,0435
2013131,2013-05-18,3929
2013132,2013-05-19,1040
2013133,2013-05-20,0221
2013134,2013-05-21,2602
2013135,2013-05-22,3491
2013136,2013-05-23,5680
2013137,2013-05-24,1028
2013138,2013-05-25,0408
2013139,2013-05-26,0321
2013140,2013-05-27,8570
2013141,2013-05-28,4621
2013142,2013-05-29,9145
2013143,2013-05-30,8628
2013144,2013-05-31,1524
2013145,2013-06-01,2803
2013146,2013-06-02,7210
2013147,2013-06-03,6223
2013148,2013-06-04,8037
2013149,2013-06-05,9367
2013150,2013-06-06,0368
2013151,2013-06-07,8760
2013152,2013-06-08,4382
2013153,2013-06-09,2700
2013154,2013-06-10,9543
2013155,2013-06-11,0964
2013156,2013-06-12,1289
2013157,2013-06-13,5889
2013158,2013-06-14,4700
2013159,2013-06-15,5540
2013160,2013-06-16,0365
2013161,2013-06-17,1335
2013162,2013-06-18,1995
2013163,2013-06-19,1426
2013164,2013-06-20,9514
2013165,2013-06-21,5819
2013166,2013-06-22,4441
2013167,2013-06-23,3418
2013168,2013-06-24,8448
2013169,2013-06-25,2732
2013170,2013-06-26,4782
2013171,2013-06-27,0273
2013172,2013-06-28,2199
2013173,2013-06-29,3840
2013174,2013-06-30,2610
2013175,2013-07-01,6522
2013176,2013-07-02,6410
2013177,2013-07-03,3969
2013178,2013-07-04,6248
2013179,2013-07-05,5113
2013180,2013-07-06,6699
2013181,2013-07-07,1536
2013182,2013-07-08,6589
2013183,2013-07-09,4520
2013184,2013-07-10,8290
2013185,2013-07-11,2863
2013186,2013-07-12,5925
2013187,2013-07-13,2666
2013188,2013-07-14,6544
2013189,2013-07-15,2957
2013190,2013-07-16,1570
2013191,2013-07-17,4734
2013192,2013-07-18,5566
2013193,2013-07-19,7754
2013194,2013-07-20,5082
2013195,2013-07-21,5009
2013196,2013-07-22,6668
2013197,2013-07-23,2804
2013198,2013-07-24,5536
2013199,2013-07-25,6612
2013200,2013-07-26,4688
2013201,2013-07-27,2284
2013202,2013-07-28,1370
2013203,2013-07-29,0318
2013204,2013-07-30,4994
2013205,2013-07-31,8430
2013206,2013-08-01,1738
2013207,2013-08-02,9598
2013208,2013-08-03,4219
2013209,2013-08-04,5625
2013210,2013-08-05,5390
2013211,2013-08-06,7340
2013212,2013-08-07,1434
2013213,2013-08-08,3388
2013214,2013-08-09,7798
2013215,2013-08-10,5413
2013216,2013-08-11,0056
2013217,2013-08-12,8985
2013218,2013-08-13,1478
2013219,2013-08-14,5279
2013220,2013-08-15,3003
2013221,2013-08-16,6095
2013222,2013-08-17,6056
2013223,2013-08-18,5710
2013224,2013-08-19,0000
2013225,2013-08-20,9522
2013226,2013-08-21,0838
2013227,2013-08-22,5590
2013228,2013-08-23,7566
2013229,2013-08-24,2906
2013230,2013-08-25,4526
2013231,2013-08-26,0593
2013232,2013-08-27,6479
2013233,2013-08-28,4220
2013234,2013-08-29,5651
2013235,2013-08-30,9098
2013236,2013-08-31,5578
2013237,2013-09-01,6826
2013238,2013-09-02,6957
2013239,2013-09-03,6926
2013240,2013-09-04,7510
2013241,2013-09-05,8668
2013242,2013-09-06,5112
2013243,2013-09-07,4818
2013244,2013-09-08,6424
2013245,2013-09-09,3043
2013246,2013-09-10,2745
2013247,2013-09-11,6730
2013248,2013-09-12,4777
2013249,2013-09-13,6905
2013250,2013-09-14,7142
2013251,2013-09-15,6591
2013252,2013-09-16,9782
2013253,2013-09-17,6875
2013254,2013-09-18,8389
2013255,2013-09-19,0155
2013256,2013-09-20,2867
2013257,2013-09-21,6276
2013258,2013-09-22,9307
2013259,2013-09-23,0442
2013260,2013-09-24,8542
2013261,2013-09-25,5634
2013262,2013-09-26,4332
2013263,2013-09-27,5219
2013264,2013-09-28,0353
2013265,2013-09-29,8213
2013266,2013-09-30,9262
2013267,2013-10-01,9150
2013268,2013-10-02,8312
2013269,2013-10-03,3057
2013270,2013-10-04,2539
2013271,2013-10-05,7916
2013272,2013-10-06,6908
2013273,2013-10-07,4186
2013274,2013-10-08,6958
2013275,2013-10-09,1651
2013276,2013-10-10,8455
2013277,2013-10-11,4538
2013278,2013-10-12,3938
2013279,2013-10-13,9006
2013280,2013-10-14,5750
2013281,2013-10-15,9975
2013282,2013-10-16,9011
2013283,2013-10-17,3143
2013284,2013-10-18,8548
2013285,2013-10-19,5715
2013286,2013-10-20,2475
2013287,2013-10-21,9097
2013288,2013-10-22,9268
2013289,2013-10-23,6077
2013290,2013-10-24,6630
2013291,2013-10-25,5566
2013292,2013-10-26,9494
2013293,2013-10-27,4218
2013294,2013-10-28,7326
2013295,2013-10-29,8205
2013296,2013-10-30,5571
2013297,2013-10-31,3899
2013298,2013-11-01,3375
2013299,2013-11-02,0876
2013300,2013-11-03,1924
2013301,2013-11-04,3764
2013302,2013-11-05,3160
2013303,2013-11-06,8200
2013304,2013-11-07,0148
2013305,2013-11-08,2381
2013306,2013-11-09,1206
2013307,2013-11-10,5988
2013308,2013-11-11,2573
2013309,2013-11-12,3089
2013310,2013-11-13,8737
2013311,2013-11-14,6942
2013312,2013-11-15,4696
2013313,2013-11-16,7134
2013314,2013-11-17,7007
2013315,2013-11-18,4979
2013316,2013-11-19,8324
2013317,2013-11-20,4552
2013318,2013-11-21,7800
2013319,2013-11-22,9183
2013320,2013-11-23,3887
2013321,2013-11-24,8009
2013322,2013-11-25,1579
2013323,2013-11-26,5257
2013324,2013-11-27,1696
2013325,2013-11-28,7759
2013326,2013-11-29,3310
2013327,2013-11-30,7751
2013328,2013-12-01,9019
2013329,2013-12-02,3581
2013330,2013-12-03,8935
2013331,2013-12-04,1894
2013332,2013-12-05,7266
2013333,2013-12-06,6651
2013334,2013-12-07,4394
2013335,2013-12-08,8522
2013336,2013-12-09,1668
2013337,2013-12-10,3265
2013338,2013-12-11,5492
2013339,2013-12-12,9583
2013340,2013-12-13,4140
2013341,2013-12-14,1564
2013342,2013-12-15,2540
2013343,2013-12-16,6615
2013344,2013-12-17,1100
2013345,2013-12-18,0678
2013346,2013-12-19,7674
2013347,2013-12-20,7971
2013348,2013-12-21,5666
2013349,2013-12-22,8337
2013350,2013-12-23,0521
2013351,2013-12-24,2117
2013352,2013-12-25,4542
2013353,2013-12-26,5894
2013354,2013-12-27,9979
2013355,2013-12-28,0309
2013356,2013-12-29,8005
2013357,2013-12-30,1547
2013358,2013-12-31,9880
2014001,2014-01-01,9634
2014002,2014-01-02,3759
2014003,2014-01-03,6129
2014004,2014-01-04,9290
2014005,2014-01-05,1215
2014006,2014-01-06,3445
2014007,2014-01-07,4248
2014008,2014-01-08,1347
2014009,2014-01-09,6185
2014010,2014-01-10,4164
2014011,2014-01-11,5373
2014012,2014-01-12,9023
2014013,2014-01-13,6008
2014014,2014-01-14,5350
2014015,2014-01-15,1750
2014016,2014-01-16,9824
2014017,2014-01-17,0715
2014018,2014-01-18,0216
2014019,2014-01-19,4307
2014020,2014-01-20,1820
2014021,2014-01-21,3546
2014022,2014-01-22,6034
2014023,2014-01-23,6498
2014024,2014-01-24,2248
2014025,2014-01-25,2074
2014026,2014-01-26,1074
2014027,2014-01-27,7271
2014028,2014-01-28,4401
2014029,2014-01-29,6057
2014030,2014-02-07,4058
2014031,2014-02-08,8918
2014032,2014-02-09,2666
2014033,2014-02-10,9491
2014034,2014-02-11,5186
2014035,2014-02-12,4670
2014036,2014-02-13,1045
2014037,2014-02-14,1857
2014038,2014-02-15,2915
2014039,2014-02-16,9222
2014040,2014-02-17,9018
2014041,2014-02-18,7254
2014042,2014-02-19,3638
2014043,2014-02-20,5010
2014044,2014-02-21,3542
2014045,2014-02-22,7472
2014046,2014-02-23,5842
2014047,2014-02-24,8986
2014048,2014-02-25,8611
2014049,2014-02-26,9089
2014050,2014-02-27,4243
2014051,2014-02-28,5364
2014052,2014-03-01,0325
2014053,2014-03-02,8123
2014054,2014-03-03,7258
2014055,2014-03-04,8073
2014056,2014-03-05,6782
2014057,2014-03-06,5015
2014058,2014-03-07,3226
2014059,2014-03-08,4294
2014060,2014-03-09,9323
2014061,2014-03-10,2250
2014062,2014-03-11,3823
2014063,2014-03-12,4782
2014064,2014-03-13,2181
2014065,2014-03-14,2903
2014066,2014-03-15,0033
2014067,2014-03-16,3180
2014068,2014-03-17,1023
2014069,2014-03-18,0644
2014070,2014-03-19,1192
2014071,2014-03-20,2924
2014072,2014-03-21,4887
2014073,2014-03-22,0426
2014074,2014-03-23,5000
2014075,2014-03-24,4147
2014076,2014-03-25,3827
2014077,2014-03-26,7476
2014078,2014-03-27,4676
2014079,2014-03-28,7941
2014080,2014-03-29,5874
2014081,2014-03-30,2063
2014082,2014-03-31,3241
2014083,2014-04-01,0932
2014084,2014-04-02,9870
2014085,2014-04-03,2431
2014086,2014-04-04,7952
2014087,2014-04-05,8441
2014088,2014-04-06,5719
2014089,2014-04-07,6609
2014090,2014-04-08,8389
2014091,2014-04-09,4967
2014092,2014-04-10,5083
2014093,2014-04-11,1961
2014094,2014-04-12,1891
2014095,2014-04-13,7757
2014096,2014-04-14,2164
2014097,2014-04-15,7747
2014098,2014-04-16,1394
2014099,2014-04-17,4644
2014100,2014-04-18,2695
2014101,2014-04-19,1099
2014102,2014-04-20,7509
2014103,2014-04-21,8324
2014104,2014-04-22,5762
2014105,2014-04-23,4903
2014106,2014-04-24,0821
2014107,2014-04-25,6392
2014108,2014-04-26,1685
2014109,2014-04-27,6529
2014110,2014-04-28,4755
2014111,2014-04-29,9054
2014112,2014-04-30,0139
2014113,2014-05-01,7584
2014114,2014-05-02,2143
2014115,2014-05-03,1657
2014116,2014-05-04,9063
2014117,2014-05-05,8951
2014118,2014-05-06,1943
2014119,2014-05-07,9049
2014120,2014-05-08,2444
2014121,2014-05-09,5807
2014122,2014-05-10,2039
2014123,2014-05-11,8317
2014124,2014-05-12,3958
2014125,2014-05-13,1474
2014126,2014-05-14,8484
2014127,2014-05-15,2278
2014128,2014-05-16,2151
2014129,2014-05-17,0884
2014130,2014-05-18,0142
2014131,2014-05-19,5941
2014132,2014-05-20,3516
2014133,2014-05-21,0062
2014134,2014-05-22,6331
2014135,2014-05-23,1446
2014136,2014-05-24,2683
2014137,2014-05-25,5582
2014138,2014-05-26,3875
2014139,2014-05-27,1388
2014140,2014-05-28,7663
2014141,2014-05-29,8102
2014142,2014-05-30,6564
2014143,2014-05-31,6758
2014144,2014-06-01,8657
2014145,2014-06-02,4153
2014146,2014-06-03,8188
2014147,2014-06-04,1428
2014148,2014-06-05,2950
2014149,2014-06-06,6897
2014150,2014-06-07,0280
2014151,2014-06-08,9872
2014152,2014-06-09,0280
2014153,2014-06-10,3089
2014154,2014-06-11,2689
2014155,2014-06-12,2134
2014156,2014-06-13,1598
2014157,2014-06-14,0799
2014158,2014-06-15,3709
2014159,2014-06-16,0906
2014160,2014-06-17,9285
2014161,2014-06-18,5509
2014162,2014-06-19,7291
2014163,2014-06-20,3028
2014164,2014-06-21,9934
2014165,2014-06-22,1529
2014166,2014-06-23,0993
2014167,2014-06-24,7650
2014168,2014-06-25,1986
2014169,2014-06-26,1046
2014170,2014-06-27,2574
2014171,2014-06-28,6309
2014172,2014-06-29,9598
2014173,2014-06-30,8888
2014174,2014-07-01,4097
2014175,2014-07-02,6910
2014176,2014-07-03,0346
2014177,2014-07-04,5804
2014178,2014-07-05,9091
2014179,2014-07-06,2649
2014180,2014-07-07,7591
2014181,2014-07-08,7275
2014182,2014-07-09,7538
2014183,2014-07-10,7749
2014184,2014-07-11,5233
2014185,2014-07-12,4525
2014186,2014-07-13,6057
2014187,2014-07-14,3265
2014188,2014-07-15,3022
2014189,2014-07-16,5503
2014190,2014-07-17,5376
2014191,2014-07-18,7570
2014192,2014-07-19,5391
2014193,2014-07-20,5136
2014194,2014-07-21,0464
2014195,2014-07-22,8406
2014196,2014-07-23,4601
2014197,2014-07-24,9742
2014198,2014-07-25,8938
2014199,2014-07-26,2513
2014200,2014-07-27,0257
2014201,2014-07-28,8347
2014202,2014-07-29,4755
2014203,2014-07-30,4118
2014204,2014-07-31,5647
2014205,2014-08-01,9077
2014206,2014-08-02,9064
2014207,2014-08-03,1473
2014208,2014-08-04,7788
2014209,2014-08-05,7122
2014210,2014-08-06,4058
2014211,2014-08-07,2057
2014212,2014-08-08,0561
2014213,2014-08-09,7759
2014214,2014-08-10,2143
2014215,2014-08-11,6098
2014216,2014-08-12,0333
2014217,2014-08-13,1377
2014218,2014-08-14,8088
2014219,2014-08-15,2951
2014220,2014-08-16,4491
2014221,2014-08-17,2723
2014222,2014-08-18,5045
2014223,2014-08-19,8045
2014224,2014-08-20,6967
2014225,2014-08-21,7921
2014226,2014-08-22,1936
2014227,2014-08-23,3267
2014228,2014-08-24,2434
2014229,2014-08-25,4745
2014230,2014-08-26,0830
2014231,2014-08-27,4632
2014232,2014-08-28,6146
2014233,2014-08-29,9216
2014234,2014-08-30,0713
2014235,2014-08-31,7480
2014236,2014-09-01,8414
2014237,2014-09-02,6858
2014238,2014-09-03,4197
2014239,2014-09-04,7247
2014240,2014-09-05,8645
2014241,2014-09-06,8585
2014242,2014-09-07,2454
2014243,2014-09-08,7990
2014244,2014-09-09,3021
2014245,2014-09-10,6192
2014246,2014-09-11,2223
2014247,2014-09-12,2291
2014248,2014-09-13,4412
2014249,2014-09-14,8108
2014250,2014-09-15,1773
2014251,2014-09-16,4214
2014252,2014-09-17,5578
2014253,2014-09-18,4413
2014254,2014-09-19,9247
2014255,2014-09-20,6914
2014256,2014-09-21,7714
2014257,2014-09-22,6660
2014258,2014-09-23,4523
2014259,2014-09-24,1104
2014260,2014-09-25,3667
2014261,2014-09-26,4126
2014262,2014-09-27,2192
2014263,2014-09-28,8575
2014264,2014-09-29,1075
2014265,2014-09-30,4592
2014266,2014-10-01,5069
2014267,2014-10-02,1493
2014268,2014-10-03,7406
2014269,2014-10-04,0325
2014270,2014-10-05,6585
2014271,2014-10-06,7705
2014272,2014-10-07,4173
2014273,2014-10-08,5853
2014274,2014-10-09,4753
2014275,2014-10-10,2861
2014276,2014-10-11,4972
2014277,2014-10-12,5133
2014278,2014-10-13,7394
2014279,2014-10-14,5929
2014280,2014-10-15,1317
2014281,2014-10-16,7944
2014282,2014-10-17,5907
2014283,2014-10-18,3439
2014284,2014-10-19,0186
2014285,2014-10-20,8264
2014286,2014-10-21,9880
2014287,2014-10-22,2759
2014288,2014-10-23,2452
2014289,2014-10-24,0484
2014290,2014-10-25,4332
2014291,2014-10-26,4880
2014292,2014-10-27,8418
2014293,2014-10-28,3599
2014294,2014-10-29,8156
2014295,2014-10-30,7946
2014296,2014-10-31,3997
2014297,2014-11-01,8881
2014298,2014-11-02,2805
2014299,2014-11-03,5325
2014300,2014-11-04,2901
2014301,2014-11-05,5242
2014302,2014-11-06,8625
2014303,2014-11-07,0781
2014304,2014-11-08,7502
2014305,2014-11-09,0048
2014306,2014-11-10,1310
2014307,2014-11-11,2963
2014308,2014-11-12,1809
2014309,2014-11-13,3828
2014310,2014-11-14,4891
2014311,2014-11-15,2968
2014312,2014-11-16,3775
2014313,2014-11-17,4020
2014314,2014-11-18,7953
2014315,2014-11-19,1534
2014316,2014-11-20,3715
2014317,2014-11-21,0591
2014318,2014-11-22,5945
2014319,2014-11-23,6965
2014320,2014-11-24,2360
2014321,2014-11-25,6529
2014322,2014-11-26,9698
2014323,2014-11-27,8261
2014324,2014-11-28,5891
2014325,2014-11-29,0376
2014326,2014-11-30,8815
2014327,2014-12-01,3544
2014328,2014-12-02,5432
2014329,2014-12-03,3597
2014330,2014-12-04,7800
2014331,2014-12-05,7135
2014332,2014-12-06,6669
2014333,2014-12-07,6956
2014334,2014-12-08,3944
2014335,2014-12-09,9012
2014336,2014-12-10,7535
2014337,2014-12-11,6622
2014338,2014-12-12,3985
2014339,2014-12-13,5898
2014340,2014-12-14,1292
2014341,2014-12-15,7117
2014342,2014-12-16,9768
2014343,2014-12-17,6878
2014344,2014-12-18,0974
2014345,2014-12-19,5124
2014346,2014-12-20,2044
2014347,2014-12-21,9823
2014348,2014-12-22,1684
2014349,2014-12-23,6616
2014350,2014-12-24,2665
2014351,2014-12-25,6884
2014352,2014-12-26,0600
2014353,2014-12-27,3556
2014354,2014-12-28,0695
2014355,2014-12-29,9500
